公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
,南通正海,股份制企业,2000人以上,制造/汽车/机械,38,江苏,南通,5
,博世中国,外资企业,2000人以上,制造/汽车/机械,429,全国,,5
,博世力士乐,外资企业,2000人以上,汽车/机械/制造,20,上海,上海,5
,博之音&博佳,民营企业,50-150人,生物/健康/制药/医疗,118,上海,上海,8
,博乐科技,民营企业,150-500人,软件/互联网/游戏,120,北京,北京,7
,博仲辉（辽宁）文化发展有限公司,民营企业,15-50人,餐饮/酒店/旅游/娱乐,7,辽宁,沈阳,9
,博信知产,民营企业,少于15人,电子/通信/硬件,9,河南,郑州,10
,博傲教育,民营企业,15-50人,教育/培训,8,陕西,西安,9
,博多控股集团,民营企业,2000人以上,企业服务/咨询,16,浙江,杭州,5
,博安实业,民营企业,15-50人,电子/通信/硬件,14,上海,上海,9
,博客格兰云天酒店,民营企业,150-500人,餐饮/酒店/旅游/娱乐,7,广东,深圳市,7
,博志生物,民营企业,15-50人,医疗/健康/制药/生物,15,广东,深圳,9
,博时资本,民营企业,50-150人,投资/经济/财会/金融,20,广东,深圳,8
,博智信息,民营企业,150-500人,互联网/游戏/软件,29,四川,四川,7
,博智安全,股份制企业,500-2000人,软件/互联网/游戏,93,江苏,南京,6
,博汇化工,民营企业,150-500人,环保/化工/能源,31,浙江,宁波,7
,博泰数码,民营企业,50-150人,汽车/机械/制造,49,江苏,镇江,8
,博泽资产,民营企业,50-150人,金融/经济/投资/财会,9,北京,北京,8
,博浩互联网,民营企业,150-500人,电子/通信/硬件,3,广东,广州,7
,博瑞生物医药,民营企业,150-500人,医疗/健康/制药/生物,4,江苏,泰州,7
,博瑞霖医疗,外资企业,500-2000人,生物/健康/制药/医疗,87,北京,北京,6
,博登智能,民营企业,15-50人,互联网/游戏/软件,38,浙江,宁波,9
,博而雅,民营企业,50-150人,教育/培训,22,江苏,南京,8
,博联众科,民营企业,15-50人,医疗/健康/制药/生物,73,湖北省,武汉市,9
,博聘科技,民营企业,15-50人,互联网/游戏/软件,7,浙江,杭州,9
,博艺企业,民营企业,15-50人,咨询/企业服务,16,广东,广州,9
,博西家电,外资企业,2000人以上,不限,45,江苏,南京,5
,博路威,民营企业,150-500人,汽车/机械/制造,21,江苏,无锡,7
,博采传媒,民营企业,150-500人,传媒/广告/展览/公关,34,浙江,杭州,7
,博雅工道,民营企业,150-500人,汽车/机械/制造,94,北京,北京,7
,博雅科技,民营企业,15-50人,互联网/游戏/软件,6,广东,广州,9
,博霄科技,股份制企业,15-50人,互联网/游戏/软件,16,广西,桂林,9
,博颐资产,合伙企业,少于15人,金融/经济/投资/财会,14,上海,上海,10
,卡固,外资企业,15-50人,交通/贸易/物流,7,上海,上海,9
,卡姿兰集团,民营企业,2000人以上,快消/百货/批发/零售,44,广东省,广州市,5
,卡尔马亚,民营企业,500-2000人,互联网/游戏/软件,60,浙江,湖州,6
,卡拉米罗,民营企业,50-150人,贸易/交通/物流,17,浙江,台州,8
,卡方信息科技 ,民营企业,50-150人,投资/经济/财会/金融,56,上海,上海,8
,卡游动漫,民营企业,500-2000人,快消/百货/批发/零售,136,上海,上海,6
,卡特彼勒,外资企业,2000人以上,制造/汽车/机械,22,北京,北京,5
,卡赫贸易（中国）有限公司,外资企业,2000人以上,汽车/机械/制造,20,全国,,5
,卫宁健康,股份制企业,2000人以上,互联网/游戏/软件,37,全国,,5
,卫戍信息,民营企业,50-150人,互联网/游戏/软件,9,上海,上海,8
,卫斯塔国际儿童艺术馆,民营企业,少于15人,教育/培训,7,湖北,武汉市,10
,厚朴中医,民营企业,150-500人,生物/健康/制药/医疗,9,北京,北京,7
,厚润生物,民营企业,50-150人,医疗/健康/制药/生物,28,四川,四川,8
,厚润生物科技,民营企业,50-150人,生物/健康/制药/医疗,111,四川,四川,8
,原力动画,民营企业,2000人以上,软件/互联网/游戏,368,江苏,南京,5
,原子比特,民营企业,50-150人,软件/互联网/游戏,99,北京,北京,8
,原流数据,外资企业,15-50人,软件/互联网/游戏,147,北京,北京,9
,厦门凤凰家,民营企业,50-150人,软件/互联网/游戏,34,福建,厦门,8
,厦门欣维发,民营企业,150-500人,不限,11,福建,厦门,7
,厦门煌隆广州分公司,民营企业,150-500人,金融/经济/投资/财会,12,广东,广州,7
,厦门真有趣游戏,民营企业,150-500人,网络游戏,164,福建,厦门,7
,厦门禾旬传媒,民营企业,少于15人,传媒/广告/展览/公关,8,福建,厦门,10
,厦门象屿股份有限公司,国有企业,2000人以上,交通/贸易/物流,223,福建,厦门,5
,厦门邦维尼,民营企业,15-50人,快消/百货/批发/零售,37,福建,厦门,9
,厨芯,民营企业,500-2000人,不限,214,北京,北京,6
,参宿体育,民营企业,少于15人,不限,36,广东,深圳,10
,又为智能,民营企业,50-150人,生物/健康/制药/医疗,225,上海,上海,8
,及欣咨询,民营企业,少于15人,咨询/企业服务,31,上海,上海,10
,友华通信,民营企业,150-500人,电子/通信/硬件,50,广东,深圳,7
,友塔游戏,民营企业,500-2000人,软件/互联网/游戏,590,上海,上海,6
,友好速搭,民营企业,50-150人,互联网/游戏/软件,10,广东,广州,8
,友康生物,民营企业,150-500人,医疗/健康/制药/生物,14,北京,北京,7
,友数聚,民营企业,15-50人,互联网/游戏/软件,7,北京,北京,9
,友芝友集团,民营企业,500-2000人,不限,39,湖北,武汉,6
,友谊时光,民营企业,500-2000人,软件/互联网/游戏,54,江苏,苏州,6
,友达,合伙企业,2000人以上,制造/汽车/机械,510,江苏,苏州,5
,友邦人寿湖北分公司,外资企业,15-50人,投资/经济/财会/金融,14,湖北,武汉,9
,友邦资讯科技,民营企业,500-2000人,互联网/游戏/软件,138,广东省,广州市,6
,发网科技,民营企业,150-500人,贸易/交通/物流,77,上海,上海,7
,叙事文化,民营企业,少于15人,农林牧渔/其他,27,上海,上海,10
,叠能国贸,民营企业,少于15人,交通/贸易/物流,9,山东,临沂,10
,叠腾网络,民营企业,15-50人,软件/互联网/游戏,99,上海,上海,9
,古峰智能,民营企业,150-500人,互联网/游戏/软件,36,浙江,杭州,7
,古灵阁科技,外资企业,15-50人,软件/互联网/游戏,19,北京,北京,9
,古茗茶饮,民营企业,500-2000人,快消/百货/批发/零售,67,浙江,杭州,6
,只二网络,外资企业,150-500人,互联网/游戏/软件,4,上海,上海,7
,可以科技,民营企业,50-150人,电子/通信/硬件,14,北京,北京,8
,可帮基因,民营企业,50-150人,生物/健康/制药/医疗,68,浙江,杭州,8
,可徕卡,民营企业,150-500人,环保/化工/能源,83,上海,上海,7
,可莎蜜兒,民营企业,2000人以上,快消/百货/批发/零售,10,浙江,杭州,5
,可话,股份制企业,50-150人,互联网/游戏/软件,9,北京,北京,8
,台积电,民营企业,2000人以上,制造/汽车/机械,28,,,5
,台积电（南京）有限公司,外资企业,2000人以上,汽车/机械/制造,29,江苏,南京,5
,史密斯集团,外资企业,2000人以上,医疗/健康/制药/生物,7,上海,上海,5
,史达德,外资企业,50-150人,医疗/健康/制药/生物,11,上海,上海,8
,司南导航,民营企业,150-500人,电子/通信/硬件,131,上海,上海,7
,叹鸡,民营企业,50-150人,快消/百货/批发/零售,1,广东,广州,8
,合元科技,民营企业,2000人以上,电子/通信/硬件,62,广东,深圳,5
,合兴集团,民营企业,2000人以上,制造/汽车/机械,198,浙江,温州市/苏州市,5
,合创汽车,合伙企业,500-2000人,制造/汽车/机械,34,广东,广州,6
,合创网络科技有限公司,民营企业,150-500人,软件/互联网/游戏,69,重庆市,重庆,7
,合合信息,民营企业,500-2000人,互联网/游戏/软件,6,上海,上海,6
,合承传媒,民营企业,50-150人,广告/传媒/公关/展览,2,广东,广州,8
,合生创展,外资企业,2000人以上,房产/家居/物业/建筑,5,北京,北京,5
,合生创展不动产集团,民营企业,2000人以上,房产/家居/建筑/物业,45,北京,北京,5
,合盛,民营企业,15-50人,快消/百货/批发/零售,9,上海,上海,9
,合美教育,民营企业,500-2000人,培训/教育,8,北京,北京,6
,合肥法尔斯,民营企业,15-50人,互联网/游戏/软件,14,安徽,合肥,9
,合肥迈久科技有限公司,民营企业,少于15人,交通/贸易/物流,20,安徽,合肥,10
,合韵商贸公司,民营企业,500-2000人,化工/能源/环保,38,重庆市,重庆,6
,吉凯基因,民营企业,500-2000人,医疗/健康/制药/生物,12,上海,上海,6
,吉创生物,民营企业,50-150人,生物/健康/制药/医疗,22,浙江,杭州,8
,吉利控股集团-极氪汽车,民营企业,2000人以上,制造/汽车/机械,25,全国,,5
,吉利集团,民营企业,2000人以上,制造/汽车/机械,196,湖北省/浙江省,宁波市/武汉市/杭州市,5
,吉博力,外资企业,500-2000人,房产/家居/物业/建筑,32,上海,上海,6
,吉士达弘置业,民营企业,50-150人,房产/家居/物业/建筑,2,广西,,8
,吉大房产,民营企业,15-50人,房产/家居/物业/建筑,9,安徽,合肥,9
,吉孚汽车,民营企业,50-150人,汽车/机械/制造,89,江苏,苏州,8
,吉宠商贸,民营企业,150-500人,快消/百货/批发/零售,12,浙江,绍兴,7
,吉方伟森,民营企业,15-50人,企业服务/咨询,12,上海,上海,9
,吉诺卫Genevax,民营企业,15-50人,生物/健康/制药/医疗,12,上海,上海,9
,吉鼎科技,股份制企业,50-150人,互联网/游戏/软件,14,福建,厦门,8
,同余科技,民营企业,50-150人,互联网/游戏/软件,21,上海,上海,8
,同创远锋,民营企业,50-150人,交通/贸易/物流,32,广东,深圳,8
,同岩科技,股份制企业,150-500人,房产/家居/建筑/物业,200,上海,上海,7
,同徼科技,民营企业,15-50人,软件/互联网/游戏,141,北京,北京,9
,同方赛威讯,民营企业,150-500人,互联网/游戏/软件,47,成都,成都,7
,同景信息科技,民营企业,15-50人,金融/经济/投资/财会,25,山东,青岛,9
,同济人,国有企业,150-500人,房产/家居/物业/建筑,32,广东,深圳,7
,同花顺,股份制企业,2000人以上,投资/经济/财会/金融,362,浙江,杭州,5
,名凡企业,民营企业,15-50人,企业服务/咨询,5,上海,上海,9
,名展家居,民营企业,150-500人,房产/家居/建筑/物业,21,广东,佛山,7
,名阳集团,民营企业,2000人以上,电子/通信/硬件,4,广东,佛山,5
,吕四至鲜,民营企业,50-150人,快消/百货/批发/零售,27,上海,上海,8
,君实生物工程 ,民营企业,150-500人,医疗/健康/制药/生物,8,上海,上海,7
,君道控股,民营企业,500-2000人,咨询/企业服务,74,福建,福州,6
,启东长城检测公司,民营企业,15-50人,房产/家居/物业/建筑,6,江苏,南通,9
,启之信息,民营企业,15-50人,软件/互联网/游戏,52,广东,广州,9
,启函生物,民营企业,50-150人,医疗/健康/制药/生物,3,浙江,,8
,启明信息,国有企业,500-2000人,互联网/游戏/软件,90,吉林,长春,6
,启明星辰,民营企业,15-50人,互联网/游戏/软件,51,天津,天津,9
,启林投资,民营企业,50-150人,投资/经济/财会/金融,146,上海,上海,8
,启点数字经济研究院成都分院,社会团体,15-50人,不限,4,四川,成都市,9
,启胜物业,中外合资企业,2000人以上,房产/家居/物业/建筑,37,四川,四川,5
,启芯软件,民营企业,15-50人,电子/通信/硬件,12,山东,济南,9
,启锐传播,民营企业,15-50人,广告/传媒/公关/展览,40,上海,上海,9
,启顺信息,民营企业,150-500人,互联网/游戏/软件,9,上海,上海,7
,启高科技,民营企业,150-500人,企业服务/咨询,14,上海,上海,7
,吴江南玻,股份制企业,500-2000人,环保/化工/能源,48,江苏,苏州,6
,呈丰仪器,民营企业,150-500人,农林牧渔/其他,44,河南,郑州,7
,呈康体育,民营企业,2000人以上,教育/培训,1,上海,上海,5
,呈诺科技,民营企业,15-50人,化工/能源/环保,16,天津,天津,9
,周子未来,民营企业,15-50人,医疗/健康/制药/生物,7,江苏,南京,9
,味全食品,外资企业,500-2000人,快消/百货/批发/零售,53,上海,上海,6
,和众汇富,民营企业,500-2000人,投资/经济/财会/金融,25,天津,天津,6
,和德记熟食店,民营企业,15-50人,旅游/酒店/餐饮/娱乐,25,海南,海口,9
,和汇天使,民营企业,500-2000人,企业服务/咨询,4,北京,北京,6
,和润环保,民营企业,50-150人,化工/能源/环保,10,江苏,常州,8
,和睦家,外资企业,500-2000人,生物/健康/制药/医疗,14,上海,上海,6
,和芯,民营企业,150-500人,电子/通信/硬件,120,四川,四川,7
,和诚创新,民营企业,15-50人,咨询/企业服务,18,北京,北京,9
,和谐健康险,股份制企业,500-2000人,金融/经济/投资/财会,59,北京,北京,6
,和铂医药,民营企业,150-500人,生物/健康/制药/医疗,13,上海,上海,7
,和鲜食品,民营企业,150-500人,快消/百货/批发/零售,15,广东,深圳,7
,咪哆嗦,民营企业,少于15人,交通/贸易/物流,7,山东,青岛,10
,咪宅奇林,民营企业,50-150人,互联网/游戏/软件,15,成都,成都,8
,品渥食品,股份制企业,150-500人,快消/百货/批发/零售,8,上海,上海,7
,品源,民营企业,500-2000人,咨询/企业服务,14,北京,北京,6
,品联科技,民营企业,150-500人,环保/化工/能源,225,浙江,杭州,7
,品览Pinlan,民营企业,50-150人,互联网/游戏/软件,105,上海,上海,8
,品鎏,民营企业,50-150人,互联网/游戏/软件,9,上海,上海,8
,品高,民营企业,15-50人,企业服务/咨询,31,广东,深圳,9
,品高软件,民营企业,500-2000人,软件/互联网/游戏,106,广东,广州,6
,哈尔滨数字经济发展有限公司,国有企业,15-50人,互联网/游戏/软件,6,黑龙江,哈尔滨,9
,哈尔滨易位科技有限公司,股份制企业,2000人以上,软件/互联网/游戏,87,北京,北京,5
,哈德教育,民营企业,150-500人,教育/培训,18,福建,厦门,7
,哈稀网络,民营企业,50-150人,软件/互联网/游戏,80,广东,深圳,8
,哔噜比,民营企业,50-150人,互联网/游戏/软件,20,四川,四川,8
,哼哈科技,股份制企业,少于15人,互联网/游戏/软件,12,辽宁,,10
,唐思实业,民营企业,15-50人,互联网/游戏/软件,6,广东,广州,9
,唐朝财务,民营企业,50-150人,企业服务/咨询,2,上海,上海,8
,唐豪投资,民营企业,15-50人,互联网/游戏/软件,13,上海,上海,9
,唐龙电商,民营企业,150-500人,快消/百货/批发/零售,6,福建,福州,7
,唯凯国际,民营企业,500-2000人,交通/贸易/物流,5,上海,上海,6
,唯捷城配,民营企业,500-2000人,交通/贸易/物流,24,全国,,6
,商州科技,民营企业,15-50人,互联网/游戏/软件,5,湖北,武汉,9
,商璞贸易,合伙企业,少于15人,快消/百货/批发/零售,40,福建,泉州,10
,商界科技,民营企业,50-150人,互联网/游戏/软件,7,湖北,武汉,8
,商至信集团,民营企业,50-150人,软件/互联网/游戏,93,山东,烟台,8
,商道纵横,股份制企业,50-150人,咨询/企业服务,46,北京,北京,8
,喀斯玛商城,国有企业,150-500人,互联网/游戏/软件,39,北京,北京,7
,善品公社,民营企业,50-150人,农林牧渔/其他,4,四川,四川,8
,喔优电子,民营企业,15-50人,交通/贸易/物流,13,广东,深圳,9
,喔趣,股份制企业,500-2000人,互联网/游戏/软件,31,上海,上海,6
,喜临门,民营企业,2000人以上,快消/百货/批发/零售,23,,,5
,嘉企盾知识产权,民营企业,15-50人,咨询/企业服务,43,四川,四川,9
