"所属公司","公司性质","公司规模","公司所在行业","公司所在地","职位所在地","JD数量"
"杭州小电科技股份有限公司","民营企业","2000人以上","互联网/游戏/软件","全国","杭州市西湖区华星路96号网金大厦6楼608","12"
"山东联瀚传媒","民营企业","50-150人","广告/传媒/公关/展览","山东/济南","山东省济南市长清区崮云湖街道瓦特路长清大学城商业街六号楼 1单元211室","11"
"杭州小电科技股份有限公司","民营企业","2000人以上","互联网/游戏/软件","全国","北京市朝阳区财富中心写字楼A座610","12"
"立铭科技","民营企业","15-50人","互联网/游戏/软件","四川","高新区孵化园1号楼B座525办公室","12"
"菀草壹","民营企业","150-500人","快消/百货/批发/零售","浙江/杭州","杭州市临平区南苑街道艺尚中心3幢","10"
"造新 BEYONDNEXT","民营企业","15-50人","广告/传媒/公关/展览","广东/深圳","深圳市南山区珠光创新科技园1栋","10"
"信聚达","民营企业","15-50人","企业服务/咨询","北京市/北京","北京市朝阳区东三环南路102号瑞安大厦","49"
"朴朴超市","民营企业","2000人以上","互联网/游戏/软件","广东/广州","全国职位，详情在职位描述中说明","20"
"铂锐汽车科技","民营企业","150-500人","汽车/机械/制造","上海","嘉定区顺达路938号11楼","15"
"萌想科技（实习僧）","民营企业","150-500人","互联网/游戏/软件","北京市/北京","重庆市沙坪坝区壮志路33号四川外国语大学","17"
"复旦张江","股份制企业","500-2000人","医疗/健康/制药/生物","上海市/上海","区域医院","54"
"亚中医疗","民营企业","500-2000人","医疗/健康/制药/生物","成都","成都市武侯区武科西二路150号亚中医疗","23"
"沐童学","民营企业","少于15人","教育/培训","陕西/西安",,"26"
"高顿教育","民营企业","500-2000人","教育/培训","上海市/上海","世茂广场A做写字楼","17"
"先声药业","民营企业","2000人以上","医疗/健康/制药/生物","南京",,"15"
"国科恒泰","股份制企业","500-2000人","医疗/健康/制药/生物","北京市/北京","北京市大兴区亦庄经济开发区经海四路嘉捷BOX企业汇6号楼5层","15"
"贝乐计画","民营企业","150-500人","教育/培训","广东/惠州","惠州市惠城区江北碧水湾金辉苑6号商铺（贝乐计画总部）","15"
"艺无界公司","股份制企业","15-50人","教育/培训","浙江/杭州","杭州市西湖区转塘街道象山艺术公社71栋","18"
"萌想科技（实习僧）","民营企业","150-500人","互联网/游戏/软件","北京市/北京","天府软件园G7","17"
"三维空间职业培训学校","社会团体","50-150人","教育/培训","湖北/武汉","武汉市洪山区虎泉路凯乐桂园A座21层三维空间","21"
"泰永长征","民营企业","500-2000人","电子/通信/硬件","广东/深圳","北京市朝阳区惠河南街1008-B四惠大厦4017","9"
"蒙牛乳业",,"2000人以上","快消/百货/批发/零售","北京","北京市通州区食品工业园区蒙牛乳业","5"
"顺丰速运","民营企业","2000人以上","不限","广东","中山市三角镇金鲤南路","8"
"浩华地产","民营企业","2000人以上","房产/家居/物业/建筑","山东","菏泽市牡丹区牡丹路与中山路交叉口南100路路西翡翠城营销中心","1"
"绿地贸易港集团","国有企业","2000人以上","房产/家居/物业/建筑","上海市/上海","上海市徐汇区船厂路183号","1"
"格斗猫","民营企业","15-50人","教育/培训","四川/成都","成都市青羊区光华西三路60号三楼格斗猫运动馆","9"
"广州精言","民营企业","15-50人","教育/培训","广东/广州","广州市天河区天源路龙洞商贸城A栋517室","9"
"赛瑞优托","股份制企业","少于15人","不限","安徽/芜湖","鸠江区凤凰城商业街2-122、123","3"
"臻诚","民营企业","50-150人","企业服务/咨询","四川/成都","上海静安区大宁德必易园E座","9"
"秉知教育","民营企业","50-150人","教育/培训","新疆/乌鲁木齐","天山区中信银行大厦40楼H室","22"
"广东公文","外资企业","15-50人","企业服务/咨询","广东/广州","深圳罗湖区地王大厦","9"
"宏图文化","民营企业","少于15人","教育/培训","内蒙古/鄂尔多斯","自己所在学校","10"
"北京中公教育科技有限公司","民营企业","2000人以上","教育/培训","辽宁/沈阳","大连市甘井子区黄浦路541号网络产业大厦四楼中公教育","10"
"满分前程","民营企业","150-500人","教育/培训","四川/成都","成都环球中心E2","10"
"信聚达","民营企业","15-50人","企业服务/咨询","北京市/北京","廊坊市广阳区","10"
"亿企赢","民营企业","150-500人","教育/培训","江西/南昌","江西省南昌市东湖区洪都北大道10号百瑞四季酒店","6"
"EF教育","外资企业","2000人以上","教育/培训","上海市/上海","上海 • EF成人英语线下培训中心","3"
"Roys乐亦思","民营企业","50-150人","教育/培训","浙江/杭州","杭州市西湖区学院路77号黄龙万科写字楼A座13楼","3"
"凤凰创壹","民营企业","150-500人","互联网/游戏/软件","福建/厦门","福建省厦门市思明区软件园二期观日路22号之一403、404室","9"
"VOYAGE泛远求职","民营企业","15-50人","教育/培训","上海市/上海","徐汇万科G座602","10"
"新文华幼儿园","社会团体","少于15人","教育/培训","上海市/上海","上海市松江区新浜镇叶新公路","2"
"学悦风咏文化","民营企业","15-50人","企业服务/咨询","上海市/上海","上海杨浦区合生汇西楼黄兴路2218号3108室","2"
"环识国际夏令营","外资企业","2000人以上","教育/培训","上海市/上海","浦东与闵行","4"
"华图教育","股份制企业","2000人以上","教育/培训","山西/太原","小店区平阳路金洋会馆6层","5"
"中航未来教育","民营企业","500-2000人","教育/培训","全国","全国职位，详情在职位描述中说明","14"
"理想汽车","民营企业","2000人以上","互联网/游戏/软件","北京市","广东省中山市","5"
"理想汽车","民营企业","2000人以上","互联网/游戏/软件","北京市","浙江省温州市","5"
"纬英科技","股份制企业","15-50人","教育/培训","广东/广州","广州市越秀区广州大道中289号南方同创汇综合生产4号楼501","4"
"沧州中公教育","民营企业","2000人以上","教育/培训","全国","河北省沧州市运河区解放西路颐和大厦，各县区均在招聘中","10"
"高顿教育","民营企业","2000人以上","教育/培训","上海市/上海","上海市虹口区花园路高顿教育","3"
"东方启明星","民营企业","500-2000人","教育/培训","山东/青岛","李沧区九水东路20号","10"
"中智","民营企业","150-500人","企业服务/咨询","北京","延安西路1118号龙之梦大厦","3"
"武汉高途课堂","民营企业","500-2000人","教育/培训","湖北/武汉","武汉市光谷APP广场3号楼17层","10"
"高顿","民营企业","2000人以上","教育/培训","广东/珠海","珠海市高新区唐家湾镇香山路88号2栋18层1803房","10"
"乐学优课","民营企业","150-500人","教育/培训","湖北/武汉","湖北省武汉市光谷大道国际企业中心聚星楼（后门）二楼","9"
"锦棠教育","民营企业","15-50人","教育/培训","天津市/天津","天津市津南区启迪协信科技园40号楼2楼","10"
"中瀚鸿儒教育","民营企业","15-50人","教育/培训","湖北/武汉","武汉市江夏区藏龙岛武汉研创中心西区15栋","9"
"课窝教育","民营企业","50-150人","互联网/游戏/软件","江苏/南京","南京市秦淮区中山东路198号","13"
"致臻长远","民营企业","50-150人","教育/培训","重庆市/重庆","重庆市江北区观音桥嘉年华大厦11-1b","10"
"武汉高途课堂","民营企业","500-2000人","教育/培训","湖北/武汉","武汉市洪山区光谷APP广场4号楼","3"
"乐成国际学校","民营企业","150-500人","教育/培训","北京市/北京","北京市朝阳区百子湾南二路77号","3"
"花香体育","民营企业","2000人以上","教育/培训","四川/成都","浙江省宁波市海曙区江夏街道亚细亚大厦B座8层826号","4"
"星火在线一对一","民营企业","2000人以上","教育/培训","广州","广州市天河区富海大厦A座6楼","10"
"三维空间","民营企业","150-500人","教育/培训","湖北","西安雁塔区长安中路89号阳明国际大厦26层三维空间","10"
"新东方",,"2000人以上","教育/培训",,"总部：广州越秀区豪贤路102号汇德国际大厦；具体工作地点就近安排。","22"
"高顿教育","民营企业","2000人以上","教育/培训","广东/广州","全国职位，详情在职位描述中说明","10"
"中公教育","民营企业","50-150人","教育/培训","辽宁/大连","大连高新园区网络产业大厦4层","10"
"爱秀动漫英语","民营企业","500-2000人","教育/培训","重庆","重庆两江新区金渝大道88号","10"
"新夏教育","民营企业","50-150人","教育/培训","北京市/北京","北京市朝阳区太平庄麒麟空间408","10"
"北京知嘛文化在线教育平台","民营企业","150-500人","教育/培训","北京市/北京","北京盈智大厦","10"
"武汉高途课堂","民营企业","500-2000人","教育/培训","湖北/武汉","武汉市洪山区光谷APP广场3号楼","5"
"小小萌树","民营企业","50-150人","教育/培训","上海","静安区一号达安商务楼","4"
"学天教育","民营企业","2000人以上","教育/培训","上海市/上海","上海市虹口区广灵四路24甲开隆大厦14层","10"
"高途课堂","民营企业","2000人以上","教育/培训","北京市/北京","湖北省武汉市洪山区光谷APP广场3号楼17F","11"
"小小萌树","民营企业","50-150人","教育/培训","上海","静安区安远路一号达安商务楼","4"
"米德思维馆","民营企业","少于15人","教育/培训","浙江/杭州","杭州市余杭区临平南苑街人民大道286号","25"
"天童教育","民营企业","50-150人","教育/培训","广东/广州","广州市天河区天河北路470号天童教育3楼","10"
"藏象教育","民营企业","150-500人","互联网/游戏/软件","北京市/北京","北京市朝阳区住邦2000商务中心东配楼4层","10"
"聚创教育","民营企业","500-2000人","教育/培训","广东/广州","广州市天河区五山路263号瑞华大厦","3"
"上元教育","民营企业","500-2000人","教育/培训","上海市","南京市建邺区江东中路110号河西万达D座20楼2004-2005室","12"
"花香盛世国际体育","民营企业","500-2000人","教育/培训","四川/成都","昆明市西山区云纺国际商厦C座2103","4"
"尚典学","民营企业","50-150人","企业服务/咨询","上海市/上海","闵行区银春路2221弄3号3306b室","9"
"高顿教育","民营企业","2000人以上","教育/培训","广东/广州","珠海市香洲区金唐东路88号珠海信息港D栋1803高顿教育","12"
"好医术",,"150-500人","医疗/健康/制药/生物","上海市/上海","上海市浦东新区张江丹桂路899号张江国创中心二期主楼（1幢）107","10"
"优学东方","民营企业","150-500人","教育/培训","江苏/常州","江苏省常州市武进区新城南都东门南商铺A3商务楼三楼","26"
"爱唯易教育","合伙企业","50-150人","教育/培训","江苏/苏州","苏州市工业园区中银惠龙国际大厦2901","6"
"涅洹网络","民营企业","15-50人","互联网/游戏/软件","山西/太原","景泰花苑","9"
"九色鹿三荷","民营企业","500-2000人","教育/培训","福建/福州","福州市鼓楼区八一七北路瑞丰楼3楼（九色鹿三荷培训学校）","12"
"艺无界公司","股份制企业","15-50人","教育/培训","浙江/杭州","杭州市西湖区转塘街道象山艺术公社71栋二楼","10"
"小青苗","民营企业","150-500人","教育/培训","湖南/长沙","长沙各个区，就近安排","3"
"小象科技","民营企业","50-150人","互联网/游戏/软件","北京","北京建外SOHO西区14号楼23层","9"
"BE教育","民营企业","150-500人","教育/培训","上海市/上海","北京市朝阳区建国门外大街1号国贸写字楼1座34层","9"
